Tanggal,Jenis Produk,Jumlah Order,Harga,Total
16/06/23,Ivory 350,2000.00,"Rp900,00","Rp1.800.000,00"
16/06/23,Foodpak Matte 245 ,2000.00,"Rp1.500,00","Rp3.000.000,00"
17/06/23,Dupleks 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
17/06/23,Ivory 230,1000.00,"Rp945,00","Rp945.000,00"
18/06/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
18/06/23,Ivory 230,5000.00,"Rp800,00","Rp4.000.000,00"
19/06/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
19/06/23,Dupleks 310 ,1500.00,"Rp1.700,00","Rp2.550.000,00"
21/06/23,Craft Laminasi 290 ,4000.00,"Rp1.500,00","Rp6.000.000,00"
22/06/23,Dupleks 310,1000.00,"Rp1.400,00","Rp1.400.000,00"
22/06/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
23/06/23,Foodpak Matte 245,2000.00,"Rp1.000,00","Rp2.000.000,00"
26/06/23,Foodpak Matte 245 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
26/06/23,Foodpak Matte 245 ,3000.00,"Rp1.500,00","Rp4.500.000,00"
26/06/23,Ivory 230,2000.00,"Rp1.350,00","Rp2.700.000,00"
26/06/23,HVS ,20000.00,"Rp250,00","Rp5.000.000,00"
26/06/23,Craft 310 ,3000.00,"Rp1.400,00","Rp4.200.000,00"
01/07/23,Foodpak Glossy 320,2000.00,"Rp4.300,00","Rp8.600.000,00"
01/07/23,Foodpak Glossy 320,2000.00,"Rp2.500,00","Rp5.000.000,00"
03/07/23,Ivory 270,2000.00,"Rp700,00","Rp1.400.000,00"
03/07/23,Ivory 270,2000.00,"Rp1.900,00","Rp3.800.000,00"
03/07/23,Ivory 270,1000.00,"Rp2.900,00","Rp2.900.000,00"
03/07/23,Dupleks 310,1000.00,"Rp2.000,00","Rp2.000.000,00"
03/07/23,Dupleks 310,1000.00,"Rp1.200,00","Rp1.200.000,00"
03/07/23,Dupleks 310,1000.00,"Rp2.250,00","Rp2.250.000,00"
03/07/23,Dupleks 350,1000.00,"Rp2.250,00","Rp2.250.000,00"
03/07/23,Grease Proof 40,2000.00,"Rp250,00","Rp500.000,00"
03/07/23,Dupleks 310 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
03/07/23,Dupleks 350 ,2000.00,"Rp1.975,00","Rp3.950.000,00"
03/07/23,Dupleks 310 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
03/07/23,Ivory 250,1000.00,"Rp1.700,00","Rp1.700.000,00"
04/07/23,Ivory 300 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
04/07/23,Dupleks 310 ,1000.00,"Rp2.100,00","Rp2.100.000,00"
04/07/23,Ivory 230,3500.00,"Rp800,00","Rp2.800.000,00"
05/07/23,Ivory 230 ,2000.00,"Rp1.300,00","Rp2.600.000,00"
05/07/23,Grease Proof ,1000.00,"Rp400,00","Rp400.000,00"
05/07/23,Foodpak 260 Matte ,3000.00,"Rp1.200,00","Rp3.600.000,00"
05/07/23,Ivory 270,1000.00,"Rp2.000,00","Rp2.000.000,00"
05/07/23,Dupleks 350  ,2000.00,"Rp1.800,00","Rp3.600.000,00"
05/07/23,Craft Laminasi 290 ,2000.00,"Rp900,00","Rp1.800.000,00"
07/07/23,Dupleks 310  ,2000.00,"Rp2.200,00","Rp4.400.000,00"
07/07/23,Dupleks 310 ,1000.00,"Rp1.450,00","Rp1.450.000,00"
07/07/23,Ivory 230,1000.00,"Rp1.200,00","Rp1.200.000,00"
07/07/23,Ivory 230,1000.00,"Rp950,00","Rp950.000,00"
07/07/23,Kinstruk 150,1000.00,"Rp1.000,00","Rp1.000.000,00"
08/07/23,Craft Laminasi 290 ,3000.00,"Rp800,00","Rp2.400.000,00"
08/07/23,Craft Laminasi 290 ,2000.00,"Rp875,00","Rp1.750.000,00"
08/07/23,Grease Proof ,3500.00,"Rp250,00","Rp875.000,00"
09/07/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
10/07/23,Dupleks 270,3000.00,"Rp1.800,00","Rp5.400.000,00"
11/07/23,Dupleks 270,3000.00,"Rp1.400,00","Rp4.200.000,00"
11/07/23,Dupleks 310,1000.00,"Rp2.200,00","Rp2.200.000,00"
12/07/23,Ivory 270,1000.00,"Rp1.300,00","Rp1.300.000,00"
12/07/23,Dupleks 350 ,2000.00,"Rp1.600,00","Rp3.200.000,00"
12/07/23,Craft Biasa 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
12/07/23,Ivory 230,1000.00,"Rp1.200,00","Rp1.200.000,00"
12/07/23,Dupleks 350 ,2000.00,"Rp1.500,00","Rp3.000.000,00"
13/07/23,Dupleks 310 ,2000.00,"Rp1.900,00","Rp3.800.000,00"
13/07/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
14/07/23,Craft 310,1000.00,"Rp1.200,00","Rp1.200.000,00"
14/07/23,Kertas Stiker,6,"Rp15.000,00","Rp90.000,00"
14/07/23,Foodpak 260 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
14/07/23,Ivory 230 GC,1000.00,"Rp1.700,00","Rp1.700.000,00"
15/07/23,Foodpak Matte 245 ,3000.00,"Rp1.500,00","Rp4.500.000,00"
15/07/23,Ivory 230,1000.00,"Rp1.350,00","Rp1.350.000,00"
16/07/23,Ivory 230,1000.00,"Rp1.500,00","Rp1.500.000,00"
16/07/23,Dupleks 270 Laminating,1000.00,"Rp2.000,00","Rp2.000.000,00"
16/07/23,Craft Laminasi 290 ,5000.00,"Rp1.500,00","Rp7.500.000,00"
17/07/23,Ivory 230,1000.00,"Rp1.600,00","Rp1.600.000,00"
17/07/23,Ivory 230,1000.00,"Rp1.600,00","Rp1.600.000,00"
17/07/23,Kinstruk 250,1000.00,"Rp1.200,00","Rp1.200.000,00"
17/07/23,Kertas Stiker,5,"Rp15.000,00","Rp75.000,00"
18/07/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
19/07/23,HVS  HIJAU,20000.00,"Rp250,00","Rp5.000.000,00"
19/07/23,Craft 270 ,1000.00,"Rp1.400,00","Rp1.400.000,00"
19/07/23,Foodpak 245 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
20/07/23,Craft Laminasi ,500,"Rp1.700,00","Rp850.000,00"
20/07/23,Craft Laminasi ,1000.00,"Rp1.400,00","Rp1.400.000,00"
20/07/23,Dupleks 310,1000.00,"Rp1.900,00","Rp1.900.000,00"
20/07/23,Paper Cup 8 Oz,1000.00,"Rp1.850,00","Rp1.850.000,00"
20/07/23,Ivory 250,1000.00,"Rp1.500,00","Rp1.500.000,00"
20/07/23,Ivory 250,1000.00,"Rp1.100,00","Rp1.100.000,00"
20/07/23,Ivory 250 ,2000.00,"Rp1.400,00","Rp2.800.000,00"
20/07/23,Craft Laminasi 8,1000.00,"Rp1.200,00","Rp1.200.000,00"
20/07/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
21/07/23,Ivory 230,1000.00,"Rp1.700,00","Rp1.700.000,00"
21/07/23,Ivory 250 ,1000.00,"Rp1.900,00","Rp1.900.000,00"
21/07/23,Foodpak Matte 295,1000.00,"Rp3.500,00","Rp3.500.000,00"
22/07/23,Ivory 250,2000.00,"Rp700,00","Rp1.400.000,00"
22/07/23,Ivory 245 Matte,1000.00,"Rp1.800,00","Rp1.800.000,00"
23/07/23,Craft Laminasi 290 ,1000.00,"Rp950,00","Rp950.000,00"
24/07/23,Dupleks 310 ,2000.00,"Rp1.900,00","Rp3.800.000,00"
25/07/23,Ivory 230,1000.00,"Rp1.500,00","Rp1.500.000,00"
25/07/23,Ivory 300 ,2000.00,"Rp1.350,00","Rp2.700.000,00"
25/07/23,Craft 290 Foodpak ,1000.00,"Rp1.200,00","Rp1.200.000,00"
25/07/23,Foodpak 260 Glossy ,5000.00,"Rp1.450,00","Rp7.250.000,00"
26/07/23,Ivory 300 ,1000.00,"Rp3.200,00","Rp3.200.000,00"
27/07/23,Grease Proof ,3500.00,"Rp250,00","Rp875.000,00"
27/07/23,Dupleks 350,2000.00,"Rp1.500,00","Rp3.000.000,00"
27/07/23,Foodpak 260 Matte ,3000.00,"Rp1.000,00","Rp3.000.000,00"
27/07/23,Foodpak 245,1000.00,"Rp1.000,00","Rp1.000.000,00"
27/07/23,Ivory 230 + Laminasi Doff,1000.00,"Rp1.100,00","Rp1.100.000,00"
27/07/23,Grease Proof,1000.00,"Rp450,00","Rp450.000,00"
27/07/23,Foodpak Matte 245,2000.00,"Rp1.000,00","Rp2.000.000,00"
29/07/23,Ivory 250,2000.00,"Rp1.700,00","Rp3.400.000,00"
30/07/23,Dupleks 310 ,2000.00,"Rp1.700,00","Rp3.400.000,00"
31/07/23,Foodpak Matte 245 ,3000.00,"Rp1.500,00","Rp4.500.000,00"
31/07/23,Ivory 230,1000.00,"Rp1.350,00","Rp1.350.000,00"
31/07/23,Dupleks 350 ,1000.00,"Rp3.000,00","Rp3.000.000,00"
31/07/23,Ivory 270,1100.00,"Rp1.300,00","Rp1.430.000,00"
31/07/23,Cupstock,1000.00,"Rp2.800,00","Rp2.800.000,00"
01/08/23,Ivory 230,1000.00,"Rp1.400,00","Rp1.400.000,00"
01/08/23,Craft 290 Laminasi ,1000.00,"Rp1.200,00","Rp1.200.000,00"
02/08/23,Ivory 350,8000.00,"Rp900,00","Rp7.200.000,00"
02/08/23,Ivory 350,4000.00,"Rp900,00","Rp3.600.000,00"
02/08/23,Ivory 230,3500.00,"Rp800,00","Rp2.800.000,00"
02/08/23,Dupleks 350 ,2000.00,"Rp2.000,00","Rp4.000.000,00"
02/08/23,Dupleks 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
03/08/23,Ivory 230,2000.00,"Rp950,00","Rp1.900.000,00"
03/08/23,Ivory 230,1000.00,"Rp1.400,00","Rp1.400.000,00"
04/08/23,Ivory 210,1000.00,"Rp1.200,00","Rp1.200.000,00"
04/08/23,Ivory 270,1000.00,"Rp5.000,00","Rp5.000.000,00"
05/08/23,Dupleks 310 ,3500.00,"Rp1.300,00","Rp4.550.000,00"
05/08/23,Ivory 250,1000.00,"Rp500,00","Rp500.000,00"
05/08/23,Craft 270 ,1000.00,"Rp1.350,00","Rp1.350.000,00"
05/08/23,Craft Foodpak 290 ,2000.00,"Rp1.700,00","Rp3.400.000,00"
07/08/23,Dupleks 270  ,1000.00,"Rp1.900,00","Rp1.900.000,00"
07/08/23,Foodpak Matte 245,2000.00,"Rp1.000,00","Rp2.000.000,00"
07/08/23,Ivory 270,4000.00,"Rp700,00","Rp2.800.000,00"
07/08/23,Grease Proof ,3500.00,"Rp250,00","Rp875.000,00"
07/08/23,Dupleks 270 ,4000.00,"Rp1.800,00","Rp7.200.000,00"
07/08/23,Dupleks 270 ,4000.00,"Rp1.400,00","Rp5.600.000,00"
07/08/23,Foodpak Matte 245 ,6000.00,"Rp1.100,00","Rp6.600.000,00"
08/08/23,Craft Foodpak 290 ,500,"Rp2.500,00","Rp1.250.000,00"
09/08/23,Foodpak Matte 245 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
09/08/23,Craft Laminasi 290 ,3000.00,"Rp800,00","Rp2.400.000,00"
09/08/23,Craft Laminasi 290 ,2000.00,"Rp875,00","Rp1.750.000,00"
09/08/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
09/08/23,Craft Laminasi 290 ,1000.00,"Rp1.400,00","Rp1.400.000,00"
09/08/23,Dupleks 310,1000.00,"Rp1.800,00","Rp1.800.000,00"
10/08/23,Dupleks 310,1000.00,"Rp2.300,00","Rp2.300.000,00"
10/08/23,Dupleks 310 ,2000.00,"Rp1.900,00","Rp3.800.000,00"
11/08/23,Dupleks 310,1000.00,"Rp2.500,00","Rp2.500.000,00"
11/08/23,Dupleks 310,1000.00,"Rp1.500,00","Rp1.500.000,00"
11/08/23,Dupleks 310 ,1000.00,"Rp1.400,00","Rp1.400.000,00"
13/08/23,Ivory,450,"Rp1.700,00","Rp765.000,00"
13/08/23,Foodpak 260 Matte ,3000.00,"Rp1.200,00","Rp3.600.000,00"
13/08/23,Craft Laminasi 290 ,2000.00,"Rp1.600,00","Rp3.200.000,00"
13/08/23,Dupleks 350 ,2000.00,"Rp1.975,00","Rp3.950.000,00"
13/08/23,Ivory 270,1000.00,"Rp2.250,00","Rp2.250.000,00"
13/08/23,Ivory 270,1000.00,"Rp1.800,00","Rp1.800.000,00"
13/08/23,Ivory 270,1000.00,"Rp1.800,00","Rp1.800.000,00"
14/08/23,Ivory 230,1000.00,"Rp945,00","Rp945.000,00"
16/08/23,Dupleks 310 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
16/08/23,Dupleks 270 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
16/08/23,Craft 290 ,1000.00,"Rp1.100,00","Rp1.100.000,00"
16/08/23,Ivory 230,1000.00,"Rp950,00","Rp950.000,00"
17/08/23,Ivory 230,3500.00,"Rp1.100,00","Rp3.850.000,00"
18/08/23,Ivory 250 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
19/08/23,Dupleks 270  ,1000.00,"Rp1.900,00","Rp1.900.000,00"
20/08/23,Foodpak Matte 245 ,4000.00,"Rp1.500,00","Rp6.000.000,00"
20/08/23,Ivory 230,1000.00,"Rp1.350,00","Rp1.350.000,00"
20/08/23,Dupleks 310,2000.00,"Rp1.450,00","Rp2.900.000,00"
20/08/23,Dupleks 350,2000.00,"Rp1.500,00","Rp3.000.000,00"
20/08/23,Dupleks 310 ,2000.00,"Rp1.900,00","Rp3.800.000,00"
20/08/23,Dupleks 350  ,2000.00,"Rp1.800,00","Rp3.600.000,00"
20/08/23,Ivory 270,1000.00,"Rp2.250,00","Rp2.250.000,00"
20/08/23,HVS ,5000.00,"Rp300,00","Rp1.500.000,00"
21/08/23,Dupleks 310,1000.00,"Rp1.850,00","Rp1.850.000,00"
21/08/23,Craft Laminasi 290 ,3000.00,"Rp1.000,00","Rp3.000.000,00"
21/08/23,Ivory 270,1000.00,"Rp2.500,00","Rp2.500.000,00"
21/08/23,Ivory 270,1000.00,"Rp2.700,00","Rp2.700.000,00"
21/08/23,Dupleks 310 ,2000.00,"Rp1.700,00","Rp3.400.000,00"
21/08/23,Foodpak 245 ,2000.00,"Rp1.500,00","Rp3.000.000,00"
22/08/23,Kertas Stiker  A3,200,"Rp500,00","Rp100.000,00"
23/08/23,Ivory 300,1000.00,"Rp1.800,00","Rp1.800.000,00"
23/08/23,Ivory 300,1000.00,"Rp1.700,00","Rp1.700.000,00"
24/08/23,Dupleks 310 ,2000.00,"Rp1.700,00","Rp3.400.000,00"
24/08/23,Dupleks 310,3500.00,"Rp1.700,00","Rp5.950.000,00"
24/08/23,Dupleks 310,3500.00,"Rp1.700,00","Rp5.950.000,00"
24/08/23,Craft Laminasi 290,6000.00,"Rp950,00","Rp5.700.000,00"
24/08/23,HVS ,20000.00,"Rp250,00","Rp5.000.000,00"
24/08/23,Ivory 300,1000.00,"Rp4.200,00","Rp4.200.000,00"
24/08/23,Ivory 300 ,500,"Rp6.550,00","Rp3.275.000,00"
24/08/23,Ivory 300 ,500,"Rp6.550,00","Rp3.275.000,00"
24/08/23,Ivory 300  ,500,"Rp5.500,00","Rp2.750.000,00"
27/08/23,Craft Laminasi 290 ,1000.00,"Rp1.350,00","Rp1.350.000,00"
27/08/23,Dupleks 310 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
27/08/23,Foodpak Matte 245 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
28/08/23,Dupleks 310 ,2000.00,"Rp1.450,00","Rp2.900.000,00"
28/08/23,Craft Laminasi 290 ,2000.00,"Rp900,00","Rp1.800.000,00"
28/08/23,Craft Laminasi 290 ,1500.00,"Rp800,00","Rp1.200.000,00"
28/08/23,Craft Laminasi 290 ,1500.00,"Rp875,00","Rp1.312.500,00"
28/08/23,Craft Laminasi 290 ,1500.00,"Rp850,00","Rp1.275.000,00"
28/08/23,Ivory 230,1000.00,"Rp1.700,00","Rp1.700.000,00"
28/08/23,Ivory 230,1000.00,"Rp2.000,00","Rp2.000.000,00"
28/08/23,Dupleks 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
29/08/23,Dupleks 310  ,3000.00,"Rp1.800,00","Rp5.400.000,00"
29/08/23,Craf 270 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
29/08/23,Ivory 230,1000.00,"Rp1.000,00","Rp1.000.000,00"
29/08/23,Grease Proof ,5000.00,"Rp250,00","Rp1.250.000,00"
30/08/23,Dupleks 310 IK,500,"Rp1.500,00","Rp750.000,00"
31/08/23,Dupleks 350 IK,1500.00,"Rp1.800,00","Rp2.700.000,00"
31/08/23,Ivory 300,1000.00,"Rp3.400,00","Rp3.400.000,00"
31/08/23,Ivory 350,10000.00,"Rp900,00","Rp9.000.000,00"
31/08/23,Ivory 350,2000.00,"Rp900,00","Rp1.800.000,00"
31/08/23,Foodpak Matte 245 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
31/08/23,Grease Proof ,1000.00,"Rp400,00","Rp400.000,00"
31/08/23,Dupleks 310 P,1000.00,"Rp2.250,00","Rp2.250.000,00"
31/08/23,Dupleks 350 P,1000.00,"Rp2.250,00","Rp2.250.000,00"
31/08/23,Greseproof 40,2000.00,"Rp250,00","Rp500.000,00"
01/09/23,Dupleks 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
02/09/23,Kinstruk 250,2000.00,"Rp1.150,00","Rp2.300.000,00"
02/09/23,Kertas Stiker,5,"Rp15.000,00","Rp75.000,00"
03/09/23,Ivory 350,10000.00,"Rp900,00","Rp9.000.000,00"
03/09/23,Ivory 350,4000.00,"Rp900,00","Rp3.600.000,00"
03/09/23,Ivory 350,1000.00,"Rp2.600,00","Rp2.600.000,00"
03/09/23,Craft Laminasi 290,4000.00,"Rp1.500,00","Rp6.000.000,00"
05/09/23,Craft Laminasi 290 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
06/09/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
06/09/23,Dupleks 310,1000.00,"Rp1.500,00","Rp1.500.000,00"
06/09/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
06/09/23,Craft Laminasi 290 ,1000.00,"Rp950,00","Rp950.000,00"
07/09/23,Dupleks 310,2000.00,"Rp1.600,00","Rp3.200.000,00"
08/09/23,Craft Laminasi 290,1000.00,"Rp950,00","Rp950.000,00"
08/09/23,Dupleks 310 ,2000.00,"Rp1.900,00","Rp3.800.000,00"
08/09/23,Ivory 250 ,1000.00,"Rp1.900,00","Rp1.900.000,00"
08/09/23,Foodpak 245 Matte,4000.00,"Rp1.500,00","Rp6.000.000,00"
08/09/23,Ivory 230,1000.00,"Rp1.350,00","Rp1.350.000,00"
08/09/23,Dupleks 310,1000.00,"Rp1.900,00","Rp1.900.000,00"
09/09/23,Ivory 230,1000.00,"Rp1.600,00","Rp1.600.000,00"
09/09/23,Ivory 230,1000.00,"Rp1.700,00","Rp1.700.000,00"
09/09/23,Ivory 250,1000.00,"Rp1.550,00","Rp1.550.000,00"
09/09/23,Foodpak 260 Matte,4500.00,"Rp1.000,00","Rp4.500.000,00"
09/09/23,Dupleks 310,1000.00,"Rp1.400,00","Rp1.400.000,00"
12/09/23,Dupleks 310,1000.00,"Rp1.700,00","Rp1.700.000,00"
12/09/23,Dupleks 310 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
12/09/23,Dupleks 310,1000.00,"Rp1.700,00","Rp1.700.000,00"
13/09/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
13/09/23,Grease Proof ,1000.00,"Rp400,00","Rp400.000,00"
13/09/23,Ivory 250,1000.00,"Rp1.600,00","Rp1.600.000,00"
14/09/23,,,"Rp2.000,00","Rp2.000.000,00"
15/09/23,Dupleks 350,500,"Rp3.000,00","Rp1.500.000,00"
16/09/23,Foodpak 245 Matte,4000.00,"Rp1.500,00","Rp6.000.000,00"
16/09/23,Ivory 230,1000.00,"Rp1.350,00","Rp1.350.000,00"
16/09/23,Ivory 230,3500.00,"Rp800,00","Rp2.800.000,00"
17/09/23,Foodpak Matte 245,2000.00,"Rp1.000,00","Rp2.000.000,00"
17/09/23,Ivory 230,1000.00,"Rp950,00","Rp950.000,00"
17/09/23,Foodpak 245,1000.00,"Rp1.000,00","Rp1.000.000,00"
19/09/23,Dupleks 350,500,"Rp2.650,00","Rp1.325.000,00"
19/09/23,Dupleks 350 ,500,"Rp2.600,00","Rp1.300.000,00"
19/09/23,Dupleks 350,500,"Rp2.500,00","Rp1.250.000,00"
19/09/23,Dupleks 350,500,"Rp2.500,00","Rp1.250.000,00"
19/09/23,Dupleks 310,1000.00,"Rp1.900,00","Rp1.900.000,00"
19/09/23,NCR,50,"Rp12.000,00","Rp600.000,00"
20/09/23,Ivory 230,1000.00,"Rp945,00","Rp945.000,00"
20/09/23,Ivory 230,1000.00,"Rp945,00","Rp945.000,00"
20/09/23,Ivory 250,1000.00,"Rp700,00","Rp700.000,00"
20/09/23,Dupleks 350,2000.00,"Rp1.600,00","Rp3.200.000,00"
20/09/23,Dupleks 270,5000.00,"Rp1.400,00","Rp7.000.000,00"
21/09/23,Ivory 250,1000.00,"Rp1.500,00","Rp1.500.000,00"
22/09/23,Ivory 250,1000.00,"Rp1.700,00","Rp1.700.000,00"
22/09/23,Kertas Stiker A3,5,"Rp15.000,00","Rp75.000,00"
22/09/23,Greaseproof 40 gram,500,"Rp300,00","Rp150.000,00"
22/09/23,Craft Laminasi 290 ,1500.00,"Rp800,00","Rp1.200.000,00"
23/09/23,Craft Laminasi 290 ,1500.00,"Rp875,00","Rp1.312.500,00"
24/09/23,Dupleks 310,1000.00,"Rp2.150,00","Rp2.150.000,00"
25/09/23,Ivory 300 ,1000.00,"Rp2.700,00","Rp2.700.000,00"
25/09/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
25/09/23,Craft Laminasi 290,1000.00,"Rp1.400,00","Rp1.400.000,00"
26/09/23,Foodpak Matte 245,1000.00,"Rp600,00","Rp600.000,00"
26/09/23,Foodpak Matte 245,1000.00,"Rp1.100,00","Rp1.100.000,00"
26/09/23,Dupleks 310,1000.00,"Rp2.750,00","Rp2.750.000,00"
27/09/23,Ivory 250,1000.00,"Rp2.000,00","Rp2.000.000,00"
27/09/23,Grease Proof,1000.00,"Rp400,00","Rp400.000,00"
28/09/23,Dupleks 350,1000.00,"Rp2.500,00","Rp2.500.000,00"
28/09/23,Dupleks 400,1000.00,"Rp2.500,00","Rp2.500.000,00"
29/09/23,Ivory 250 ,2000.00,"Rp1.400,00","Rp2.800.000,00"
30/09/23,Dupleks 350 ,2000.00,"Rp1.800,00","Rp3.600.000,00"
30/09/23,Dupleks 310,1000.00,"Rp1.900,00","Rp1.900.000,00"
30/09/23,Ivory 245 Matte,1000.00,"Rp1.800,00","Rp1.800.000,00"
01/10/23,Dupleks 310 ,2000.00,"Rp1.300,00","Rp2.600.000,00"
01/10/23,Craft Laminasi ,1000.00,"Rp1.500,00","Rp1.500.000,00"
01/10/23,Ivory 230,2000.00,"Rp945,00","Rp1.890.000,00"
02/10/23,Foodpak 260 Matte ,1000.00,"Rp2.300,00","Rp2.300.000,00"
03/10/23,Ivory 230,1000.00,"Rp1.700,00","Rp1.700.000,00"
04/10/23,Grease Proof,1000.00,"Rp1.000,00","Rp1.000.000,00"
05/10/23,Dupleks 350 ,2000.00,"Rp1.975,00","Rp3.950.000,00"
05/10/23,Ivory 350,10000.00,"Rp900,00","Rp9.000.000,00"
05/10/23,Ivory 350,4000.00,"Rp900,00","Rp3.600.000,00"
05/10/23,Grease Proof,1000.00,"Rp400,00","Rp400.000,00"
06/10/23,Foodpakmatte 245,1000.00,"Rp1.600,00","Rp1.600.000,00"
07/10/23,Ivory 300,1000.00,"Rp1.550,00","Rp1.550.000,00"
08/10/23,Dupleks 310 P,3000.00,"Rp1.450,00","Rp4.350.000,00"
08/10/23,Dupleks 350  ,2000.00,"Rp1.800,00","Rp3.600.000,00"
08/10/23,Craft Laminasi 290 ,3000.00,"Rp800,00","Rp2.400.000,00"
08/10/23,Craft Laminasi 290 ,1500.00,"Rp875,00","Rp1.312.500,00"
08/10/23,Dupleks 310,1000.00,"Rp1.850,00","Rp1.850.000,00"
08/10/23,Craft Laminasi 290  ,2000.00,"Rp1.000,00","Rp2.000.000,00"
08/10/23,HVS ,10000.00,"Rp275,00","Rp2.750.000,00"
09/10/23,Grease Proof ,1000.00,"Rp450,00","Rp450.000,00"
09/10/23,Ivory 230,1000.00,"Rp1.000,00","Rp1.000.000,00"
09/10/23,Craft Foodpak 290 ,1000.00,"Rp850,00","Rp850.000,00"
09/10/23,Ivory 250,1000.00,"Rp1.600,00","Rp1.600.000,00"
09/10/23,Craft Laminasi 290 ,4000.00,"Rp1.500,00","Rp6.000.000,00"
10/10/23,Ivory 300,1000.00,"Rp1.500,00","Rp1.500.000,00"
11/10/23,Ivory 230,1000.00,"Rp1.800,00","Rp1.800.000,00"
12/10/23,Ivory 250,1000.00,"Rp1.700,00","Rp1.700.000,00"
12/10/23,Foodpak Matte 245 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
12/10/23,Foodpak Matte 245 ,4000.00,"Rp1.500,00","Rp6.000.000,00"
12/10/23,Dupleks 350 ,2500.00,"Rp1.800,00","Rp4.500.000,00"
13/10/23,Grease Proof 32 gram,1000.00,"Rp400,00","Rp400.000,00"
14/10/23,Ivory 230,1000.00,"Rp1.600,00","Rp1.600.000,00"
14/10/23,Ivory 230,1000.00,"Rp1.600,00","Rp1.600.000,00"
14/10/23,Dupleks 310,1000.00,"Rp1.700,00","Rp1.700.000,00"
14/10/23,Ivory 270,1000.00,"Rp1.900,00","Rp1.900.000,00"
14/10/23,Foodpak Matte 245 ,500,"Rp1.500,00","Rp750.000,00"
14/10/23,Foodpak Matte 245 ,500,"Rp1.300,00","Rp650.000,00"
14/10/23,BOWL 800 ML,1000.00,"Rp2.800,00","Rp2.800.000,00"
14/10/23,Craft Laminasi 290 ,2000.00,"Rp900,00","Rp1.800.000,00"
15/10/23,Craft 310 ,3000.00,"Rp1.400,00","Rp4.200.000,00"
16/10/23,Dupleks 350 ,2000.00,"Rp1.500,00","Rp3.000.000,00"
17/10/23,Unbleached ,1000.00,"Rp1.000,00","Rp1.000.000,00"
17/10/23,Foodpak 260 Matte ,3000.00,"Rp1.200,00","Rp3.600.000,00"
17/10/23,Foodpak Matte 295 ,1000.00,"Rp1.900,00","Rp1.900.000,00"
18/10/23,Foodpak Matte 245,2000.00,"Rp1.000,00","Rp2.000.000,00"
18/10/23,Dupleks 310,1000.00,"Rp1.800,00","Rp1.800.000,00"
19/10/23,Ivory 250,1000.00,"Rp700,00","Rp700.000,00"
19/10/23,Dupleks 270  ,1000.00,"Rp1.900,00","Rp1.900.000,00"
20/10/23,Ivory 230,1000.00,"Rp950,00","Rp950.000,00"
20/10/23,Craft Laminasi ,1000.00,"Rp900,00","Rp900.000,00"
20/10/23,Craft Laminasi ,1000.00,"Rp900,00","Rp900.000,00"
20/10/23,HVS ,20000.00,"Rp250,00","Rp5.000.000,00"
20/10/23,Foodpak Matte 245,1000.00,"Rp2.400,00","Rp2.400.000,00"
21/10/23,Ivory 300,1000.00,"Rp3.000,00","Rp3.000.000,00"
21/10/23,Craft Laminasi ,1000.00,"Rp900,00","Rp900.000,00"
21/10/23,Dupleks 310 ,1000.00,"Rp1.450,00","Rp1.450.000,00"
23/10/23,Craft Laminasi 290 ,1000.00,"Rp1.400,00","Rp1.400.000,00"
23/10/23,Ivory 250 ,1000.00,"Rp1.550,00","Rp1.550.000,00"
